0.000000000000000000e+00,3.708758972451709468e+01,3.721490723129537770e+01,3.734222473807370335e+01,3.746954224485192952e+01,3.759685975163016280e+01,3.772417725840857372e+01,3.785149476518679279e+01,3.797881227196516818e+01,3.810612977874333751e+01,3.823344728552166316e+01,3.836076479229996750e+01,3.848808229907825051e+01,3.861539980585656195e+01
5.025125628140703592e-03,3.707550966902775258e+01,3.720278570633988124e+01,3.733006174365205254e+01,3.745733778096413147e+01,3.758461381827621040e+01,3.771188985558848117e+01,3.783916589290055299e+01,3.796644193021279534e+01,3.809371796752483164e+01,3.822099400483701004e+01,3.834827004214914581e+01,3.847554607946127447e+01,3.860282211677351683e+01
1.005025125628140718e-02,3.706337701686436503e+01,3.719061140415190181e+01,3.731784579143948832e+01,3.744508017872697536e+01,3.757231456601445529e+01,3.769954895330214129e+01,3.782678334058962832e+01,3.795401772787728589e+01,3.808125211516475161e+01,3.820848650245233813e+01,3.833572088973987491e+01,3.846295527702740458e+01,3.859018966431514031e+01
1.507537688442210991e-02,3.705119110749406275e+01,3.717838366193102928e+01,3.730557621636804555e+01,3.743276877080496945e+01,3.755996132524187914e+01,3.768715387967900199e+01,3.781434643411592589e+01,3.794153898855301321e+01,3.806873154298993711e+01,3.819592409742696049e+01,3.832311665186391991e+01,3.845030920630087223e+01,3.857750176073809456e+01
2.010050251256281437e-02,3.703895128038398354e+01,3.716610181687686776e+01,3.729325235336980171e+01,3.742040288986264329e+01,3.754755342635547777e+01,3.767470396284852541e+01,3.780185449934137409e+01,3.792900503583438621e+01,3.805615557232725621e+01,3.818330610882019727e+01,3.831045664531308148e+01,3.843760718180594438e+01,3.856475771829914123e+01
2.512562814070351883e-02,3.702665687500125813e+01,3.715376520618902134e+01,3.728087353737682008e+01,3.740798186856454777e+01,3.753509019975224703e+01,3.766219853094018077e+01,3.778930686212790135e+01,3.791641519331580668e+01,3.804352352450355568e+01,3.817063185569137573e+01,3.829774018687911763e+01,3.842484851806686663e+01,3.855195684925497090e+01
3.015075376884421982e-02,3.701430723081298879e+01,3.714137316706704439e+01,3.726843910332114262e+01,3.739550503957516270e+01,3.752257097582916145e+01,3.764963691208338048e+01,3.777670284833740766e+01,3.790376878459160537e+01,3.803083472084567518e+01,3.815790065709977341e+01,3.828496659335381480e+01,3.841203252960784909e+01,3.853909846586228838e+01
3.517587939698492427e-02,3.700190168728630624e+01,3.712892503671054101e+01,3.725594838613481841e+01,3.738297173555902475e+01,3.750999508498318846e+01,3.763701843440759376e+01,3.776404178383180721e+01,3.789106513325618408e+01,3.801808848268044727e+01,3.814511183210472467e+01,3.827213518152895233e+01,3.839915853095315157e+01,3.852618188037779134e+01
4.020100502512562873e-02,3.698943958388829856e+01,3.711642015231906555e+01,3.724340072074987518e+01,3.737038128918060664e+01,3.749736185761130969e+01,3.762434242604223300e+01,3.775132299447298578e+01,3.787830356290388778e+01,3.800528413133469741e+01,3.813226469976550703e+01,3.825924526819625271e+01,3.838622583662699128e+01,3.851320640505817749e+01
4.522613065326633319e-02,3.697692026008615329e+01,3.710385785109227186e+01,3.723079544209841174e+01,3.735773303310449478e+01,3.748467062411054229e+01,3.761160821511681007e+01,3.773854580612290022e+01,3.786548339712914668e+01,3.799242098813532209e+01,3.811935857914146908e+01,3.824629617014756633e+01,3.837323376115365647e+01,3.850017135216018715e+01
5.025125628140703765e-02,3.696434305534696563e+01,3.709123747022970718e+01,3.721813188511247006e+01,3.734502629999518319e+01,3.747192071487785370e+01,3.759881512976074447e+01,3.772570954464346471e+01,3.785260395952634127e+01,3.797949837440913967e+01,3.810639278929190965e+01,3.823328720417463700e+01,3.836018161905734303e+01,3.848707603394051091e+01
5.527638190954774211e-02,3.695170730913784496e+01,3.707855834693094721e+01,3.720540938472409209e+01,3.733226042251717303e+01,3.745911146031021133e+01,3.758596249810346990e+01,3.771281353589656504e+01,3.783966457368980940e+01,3.796651561148298981e+01,3.809336664927612048e+01,3.822021768706922984e+01,3.834706872486230367e+01,3.847391976265583224e+01
6.030150753768843963e-02,3.693901236092592910e+01,3.706581981839561735e+01,3.719262727586534112e+01,3.731943473333499384e+01,3.744624219080462524e+01,3.757304964827446270e+01,3.769985710574414384e+01,3.782666456321395998e+01,3.795347202068373349e+01,3.808027947815344305e+01,3.820708693562313130e+01,3.833389439309279112e+01,3.846070185056289148e+01
6.532663316582915103e-02,3.692625755017832745e+01,3.705302122182327906e+01,3.717978489346825199e+01,3.730654856511317519e+01,3.743331223675806285e+01,3.756007590840314236e+01,3.768683958004808687e+01,3.781360325169315928e+01,3.794036692333819616e+01,3.806713059498316909e+01,3.819389426662812070e+01,3.832065793827303679e+01,3.844742160991837920e+01
7.035175879396984855e-02,3.691344221636217782e+01,3.704016189441352935e+01,3.716688157246489510e+01,3.729360125051621822e+01,3.742032092856751291e+01,3.754704060661897813e+01,3.767376028467032967e+01,3.780047996272180200e+01,3.792719964077323169e+01,3.805391931882460455e+01,3.818063899687595608e+01,3.830735867492727209e+01,3.843407835297899311e+01
7.537688442211055995e-02,3.690056569894459670e+01,3.702724117336595810e+01,3.715391664778733372e+01,3.728059212220865959e+01,3.740726759662995704e+01,3.753394307105142502e+01,3.766061854547278642e+01,3.778729401989426151e+01,3.791396949431569396e+01,3.804064496873706247e+01,3.816732044315843808e+01,3.829399591757974974e+01,3.842067139200145931e+01
8.040201005025125747e-02,3.688762733739269351e+01,3.701425839588014099e+01,3.714088945436758848e+01,3.726752051285498624e+01,3.739415157134236978e+01,3.752078262982991674e+01,3.764741368831735002e+01,3.777404474680488988e+01,3.790067580529240843e+01,3.802730686377985592e+01,3.815393792226731051e+01,3.828056898075470826e+01,3.840720003924246129e+01
8.542713567839195499e-02,3.687462647117362735e+01,3.700121289915568923e+01,3.712779932713774400e+01,3.725438575511977035e+01,3.738097218310176117e+01,3.750755861108390832e+01,3.763414503906596309e+01,3.776073146704811734e+01,3.788731789503024316e+01,3.801390432301229794e+01,3.814049075099437403e+01,3.826707717897640038e+01,3.839366360695872515e+01
9.045226130653266639e-02,3.686156243975449343e+01,3.698810402039217138e+01,3.711464560102984933e+01,3.724118718166747755e+01,3.736772876230510576e+01,3.749427034294284766e+01,3.762081192358052562e+01,3.774735350421828173e+01,3.787389508485603784e+01,3.800043666549370869e+01,3.812697824613140796e+01,3.825351982676904328e+01,3.838006140740695571e+01
9.547738693467336391e-02,3.684843458260242244e+01,3.697493109678917733e+01,3.710142761097593933e+01,3.722792412516265870e+01,3.735442063934937096e+01,3.748091715353619691e+01,3.760741366772295180e+01,3.773391018190979196e+01,3.786040669609663212e+01,3.798690321028337280e+01,3.811339972447017743e+01,3.823989623865689680e+01,3.836639275284384354e+01
1.005025125628140753e-01,3.683524223918452378e+01,3.696169346554631119e+01,3.708814469190807728e+01,3.721459591826982205e+01,3.734104714463154551e+01,3.746749837099337554e+01,3.759394959735514874e+01,3.772040082371700009e+01,3.784685205007885145e+01,3.797330327644061043e+01,3.809975450280244047e+01,3.822620572916417814e+01,3.835265695552610765e+01
1.055276381909547728e-01,3.682198474896794238e+01,3.694839046386313441e+01,3.707479617875831224e+01,3.720120189365347585e+01,3.732760760854862525e+01,3.745401332344385281e+01,3.758041903833905195e+01,3.770682475323430793e+01,3.783323046812957102e+01,3.795963618302474174e+01,3.808604189791999772e+01,3.821244761281515423e+01,3.833885332771044574e+01
1.105527638190954842e-01,3.680866145141979473e+01,3.693502142893926532e+01,3.706138140645872170e+01,3.718774138397816387e+01,3.731410136149759893e+01,3.744046133901709084e+01,3.756682131653656143e+01,3.769318129405609596e+01,3.781954127157562340e+01,3.794590124909507978e+01,3.807226122661461432e+01,3.819862120413406359e+01,3.832498118165358392e+01
1.155778894472361817e-01,3.679527168600719733e+01,3.692158569797427958e+01,3.704789970994134052e+01,3.717421372190838014e+01,3.730052773387543397e+01,3.742684174584252332e+01,3.755315575780960557e+01,3.767946976977673046e+01,3.780578378174386245e+01,3.793209779371091628e+01,3.805841180567806248e+01,3.818472581764511631e+01,3.831103982961220566e+01
1.206030150753768793e-01,3.678181479219726668e+01,3.690808260816775288e+01,3.703435042413820355e+01,3.716061824010866133e+01,3.728688605607910489e+01,3.741315387204958398e+01,3.753942168802007018e+01,3.766568950399059190e+01,3.779195731996112073e+01,3.791822513593157140e+01,3.804449295190212865e+01,3.817076076787258643e+01,3.829702858384301578e+01
1.256281407035175768e-01,3.676829010945714771e+01,3.689451149671928931e+01,3.702073288398139539e+01,3.714695427124351568e+01,3.727317565850562175e+01,3.739939704576774204e+01,3.752561843302989075e+01,3.765183982029206078e+01,3.777806120755425212e+01,3.790428259481634399e+01,3.803050398207857796e+01,3.815672536934069825e+01,3.828294675660274748e+01
1.306532663316583021e-01,3.675469697725394269e+01,3.688087170082846455e+01,3.700704642440295089e+01,3.713322114797745144e+01,3.725939587155195198e+01,3.738557059512644543e+01,3.751174531870097439e+01,3.763792004227552468e+01,3.776409476585008917e+01,3.789026948942456841e+01,3.801644421299918264e+01,3.814261893657369740e+01,3.826879366014807715e+01
1.356783919597989996e-01,3.674103473505478945e+01,3.686716255769488271e+01,3.699329038033494754e+01,3.711941820297501948e+01,3.724554602561509142e+01,3.737167384825514915e+01,3.749780167089524952e+01,3.762392949353535698e+01,3.775005731617549287e+01,3.787618513881554350e+01,3.800231296145573623e+01,3.812844078409582238e+01,3.825456860673573800e+01
1.407035175879396971e-01,3.672730272232679738e+01,3.685338340451811945e+01,3.697946408670940599e+01,3.710554476890070674e+01,3.723162545109200749e+01,3.735770613328328693e+01,3.748378681547460900e+01,3.760986749766593817e+01,3.773594817985729577e+01,3.786202886204856810e+01,3.798810954424000386e+01,3.811419022643131882e+01,3.824027090862242062e+01
1.457286432160803946e-01,3.671350027853709719e+01,3.683953357849775756e+01,3.696556687845838951e+01,3.709160017841903567e+01,3.721763347837969604e+01,3.734366677834030668e+01,3.746970007830098126e+01,3.759573337826164874e+01,3.772176667822234464e+01,3.784779997818296238e+01,3.797383327814374354e+01,3.809986657810441102e+01,3.822589987806481560e+01
1.507537688442211199e-01,3.669962674315281248e+01,3.682561241683340825e+01,3.695159809051396138e+01,3.707758376419455004e+01,3.720356943787513870e+01,3.732955511155567763e+01,3.745554078523628050e+01,3.758152645891687627e+01,3.770751213259749335e+01,3.783349780627803938e+01,3.795948347995876304e+01,3.808546915363936591e+01,3.821145482731965615e+01
1.557788944723618174e-01,3.668568145564107397e+01,3.681161925672464719e+01,3.693755705780817777e+01,3.706349485889174389e+01,3.718943265997532421e+01,3.731537046105883348e+01,3.744130826214241381e+01,3.756724606322598703e+01,3.769318386430958157e+01,3.781912166539311215e+01,3.794505946647681327e+01,3.807099726756040070e+01,3.819693506864364707e+01
1.608040201005025149e-01,3.667166375546898394e+01,3.679755343537105006e+01,3.692344311527307354e+01,3.704933279517515388e+01,3.717522247507722000e+01,3.730111215497922217e+01,3.742700183488130250e+01,3.755289151478336862e+01,3.767878119468544895e+01,3.780467087458747955e+01,3.793056055448968067e+01,3.805645023439176811e+01,3.818233991429347185e+01
1.658291457286432125e-01,3.665757298210368020e+01,3.678341428997222096e+01,3.690925559784072618e+01,3.703509690570927404e+01,3.716093821357782190e+01,3.728677952144630581e+01,3.741262082931486077e+01,3.753846213718339442e+01,3.766430344505194938e+01,3.779014475292044750e+01,3.791598606078913036e+01,3.804182736865770664e+01,3.816766867652586370e+01
